Entry Date,Exit Date,Entry Price,Exit Price,Size,Stop Loss,Take Profit,PnL
2022-09-21,2022-09-22,26.950000762939453,26.950000762939453,0,26.411000747680664,28.028000793457032,-1.1300010681152344
2022-09-23,2022-09-26,23.670000076293945,23.670000076293945,0,23.196600074768067,24.616800079345705,-1.4200000762939453
2022-09-27,2022-09-30,23.75,23.75,0,23.275,24.7,-2.2900009155273438
2023-01-27,2023-01-30,9.239999771118164,9.239999771118164,0,9.055199775695801,9.60959976196289,1.3200006484985352
2023-01-31,2023-02-01,9.359999656677246,9.359999656677246,0,9.172799663543701,9.734399642944336,0.8000001907348633
2023-02-02,2023-02-07,11.350000381469727,11.350000381469727,0,11.123000373840332,11.804000396728515,0.8299999237060547
2023-02-08,2023-02-09,12.140000343322754,12.140000343322754,0,11.897200336456299,12.625600357055664,1.0999994277954102
2023-02-10,2023-02-13,12.6899995803833,12.6899995803833,0,12.436199588775635,13.197599563598633,-0.7399997711181641
2023-02-14,2023-02-15,11.710000038146973,11.710000038146973,0,11.475800037384033,12.178400039672852,1.8500003814697266
2023-02-16,2023-02-17,13.449999809265137,13.449999809265137,0,13.180999813079834,13.987999801635743,-1.0399999618530273
2023-02-21,2023-02-22,12.869999885559082,12.869999885559082,0,12.6125998878479,13.384799880981445,-0.6800003051757812
2023-02-23,2023-02-27,12.75,12.75,0,12.495,13.26,-0.18000030517578125
2023-02-28,2023-03-01,13.369999885559082,13.369999885559082,0,13.1025998878479,13.904799880981447,-0.4399995803833008
2023-03-02,2023-03-06,11.109999656677246,11.109999656677246,0,10.887799663543701,11.554399642944336,1.0799999237060547
2023-03-07,2023-03-08,11.524999618530273,11.524999618530273,0,11.294499626159668,11.985999603271484,-0.5850000381469727
2023-03-09,2023-03-10,10.529999732971191,10.529999732971191,0,10.319399738311768,10.95119972229004,-0.4799995422363281
2023-04-03,2023-04-04,12.100000381469727,12.100000381469727,0,11.858000373840332,12.584000396728516,-0.24000072479248047
2023-04-05,2023-04-06,11.239999771118164,11.239999771118164,0,11.0151997756958,11.68959976196289,-0.6949996948242188
2023-04-10,2023-04-12,10.300000190734863,10.300000190734863,0,10.094000186920166,10.712000198364258,0.9399995803833008
2023-04-13,2023-04-18,10.550000190734863,10.550000190734863,0,10.339000186920165,10.972000198364258,0.3450002670288086
2023-05-23,2023-05-25,10.640000343322754,10.640000343322754,0,10.427200336456298,11.065600357055665,0.009999275207519531
2023-05-26,2023-05-30,10.5,10.5,0,10.29,10.92,1.3199996948242188
2023-05-31,2023-06-02,11.779999732971191,11.779999732971191,0,11.544399738311768,12.251199722290039,0.9200000762939453
2023-06-05,2023-06-08,13.390000343322754,13.390000343322754,0,13.122200336456299,13.925600357055664,0.5899991989135742
2023-06-09,2023-06-12,16.350000381469727,16.350000381469727,0,16.023000373840333,17.004000396728514,-0.1100006103515625
2023-06-13,2023-06-21,16.780000686645508,16.780000686645508,0,16.444400672912597,17.45120071411133,2.049999237060547
2023-06-22,2023-06-23,16.34000015258789,16.34000015258789,0,16.013200149536132,16.993600158691407,0.8400001525878906
2023-06-26,2023-06-27,16.260000228881836,16.260000228881836,0,15.9348002243042,16.91040023803711,-0.6900005340576172
2023-06-28,2023-06-30,16.200000762939453,16.200000762939453,0,15.876000747680663,16.848000793457032,1.039999008178711
2023-07-03,2023-07-11,18.809999465942383,18.809999465942383,0,18.433799476623534,19.56239944458008,-0.8299999237060547
2023-07-12,2023-07-13,18.760000228881836,18.760000228881836,0,18.3848002243042,19.51040023803711,-0.1900005340576172
2023-07-14,2023-07-18,18.84000015258789,18.84000015258789,0,18.46320014953613,19.593600158691405,1.2999992370605469
2023-07-19,2023-07-20,20.760000228881836,20.760000228881836,0,20.344800224304198,21.59040023803711,-1.7250003814697266
2023-07-21,2023-07-24,17.790000915527344,17.790000915527344,0,17.434200897216797,18.501600952148436,-1.210000991821289
2023-07-25,2023-07-26,18.219999313354492,18.219999313354492,0,17.8555993270874,18.948799285888672,-0.9249992370605469
2023-07-27,2023-07-28,17.799999237060547,17.799999237060547,0,17.443999252319337,18.51199920654297,-0.8599987030029297
2023-07-31,2023-08-01,17.68000030517578,17.68000030517578,0,17.326400299072265,18.387200317382813,-0.12000083923339844
2023-09-08,2023-09-12,15.819999694824219,15.819999694824219,0,15.503599700927735,16.452799682617187,1.8000011444091797
2023-09-13,2023-09-19,17.559999465942383,17.559999465942383,0,17.208799476623536,18.26239944458008,-0.6899986267089844
2023-09-20,2023-09-21,17.1200008392334,17.1200008392334,0,16.77760082244873,17.804800872802733,-0.9100017547607422
2023-09-22,2023-09-25,16.170000076293945,16.170000076293945,0,15.846600074768066,16.816800079345704,-1.3299999237060547
2023-09-26,2023-10-02,14.819999694824219,14.819999694824219,0,14.523599700927734,15.412799682617187,0.1400003433227539
2023-11-22,2023-11-24,14.34000015258789,14.34000015258789,0,14.053200149536133,14.913600158691407,-0.75
2023-11-27,2023-11-29,13.859999656677246,13.859999656677246,0,13.582799663543701,14.414399642944337,1.0900001525878906
2023-11-30,2023-12-01,14.59000015258789,14.59000015258789,0,14.298200149536132,15.173600158691407,-1.0900001525878906
2023-12-04,2023-12-08,13.729999542236328,13.729999542236328,0,13.4553995513916,14.279199523925781,0.1100006103515625
2023-12-11,2023-12-12,14.079999923706055,14.079999923706055,0,13.798399925231934,14.643199920654297,-0.39999961853027344
2023-12-13,2023-12-15,13.3100004196167,13.3100004196167,0,13.043800411224366,13.842400436401368,1.4600000381469727
2023-12-18,2023-12-21,15.010000228881836,15.010000228881836,0,14.7098002243042,15.61040023803711,-0.3100004196166992
2023-12-22,2023-12-26,15.109999656677246,15.109999656677246,0,14.807799663543701,15.714399642944336,-0.2199993133544922
2023-12-27,2023-12-29,15.229999542236328,15.229999542236328,0,14.925399551391601,15.839199523925782,-0.2999992370605469
