Entry Date,Exit Date,Direction,Shares,Entry Price,Exit Price,PnL ($),Equity After Close
2024-01-19 19:00,2024-01-19 19:30,SHORT,100,20.1,20.44,-34.0,99746.76
2024-01-19 20:00,2024-01-19 20:30,LONG,200,20.89,21.01,24.0,99762.38
2024-01-19 21:00,2024-01-19 21:30,SHORT,100,21.47,21.41,6.0,99764.09
2024-01-19 22:00,2024-01-22 16:30,SHORT,100,21.49,20.22,127.0,99886.92
2024-01-22 17:00,2024-01-22 17:30,SHORT,100,20.35,20.08,27.0,99909.87
2024-01-22 18:00,2024-01-22 18:30,SHORT,100,20.4,20.07,33.0,99938.83
2024-01-22 19:00,2024-01-22 19:30,SHORT,100,20.14,20.25,-11.0,99923.79
2024-01-22 20:00,2024-01-22 20:30,LONG,200,20.37,20.12,-50.0,99865.69
2024-01-22 21:00,2024-01-22 21:30,SHORT,400,19.89,19.51,152.0,100001.93
2024-01-22 22:00,2024-01-22 22:30,SHORT,100,19.38,19.77,-39.0,99959.01
2024-01-23 16:30,2024-01-23 17:30,LONG,200,18.51,18.62,22.0,99973.59
2024-01-23 18:00,2024-01-23 19:00,SHORT,100,18.89,19.0,-11.0,99958.8
2024-01-23 19:30,2024-01-23 21:00,LONG,200,19.09,18.83,-52.0,99899.22
2024-01-23 21:30,2024-01-24 17:00,SHORT,400,18.9,19.52,-248.0,99635.85
2024-01-24 17:30,2024-01-24 19:00,LONG,800,19.63,19.85,176.0,99780.26
2024-01-24 19:30,2024-01-24 20:30,LONG,100,19.73,19.4,-33.0,99743.35
2024-01-24 21:00,2024-01-25 16:30,SHORT,200,19.43,19.65,-44.0,99691.54
2024-01-25 17:00,2024-01-25 17:30,LONG,400,19.69,19.5,-76.0,99599.86
2024-01-25 18:00,2024-01-25 22:00,SHORT,800,19.45,19.62,-136.0,99432.6
2024-01-25 22:30,2024-01-26 17:00,LONG,1600,19.52,21.15,2608.0,101975.53
2024-01-26 17:30,2024-01-26 18:00,LONG,100,20.87,21.04,17.0,101988.34
2024-01-26 18:30,2024-01-26 19:00,LONG,100,21.48,21.61,13.0,101997.03
2024-01-26 19:30,2024-01-26 20:00,LONG,100,21.39,21.56,17.0,102009.74
2024-01-26 20:30,2024-01-29 17:00,LONG,100,21.71,21.5,-21.0,101984.42
2024-01-29 17:30,2024-01-29 18:00,SHORT,200,21.56,22.24,-136.0,101839.65
2024-01-29 18:30,2024-01-29 19:00,LONG,400,22.6,22.91,124.0,101945.45
2024-01-29 19:30,2024-01-29 20:30,LONG,100,22.74,22.62,-12.0,101928.91
2024-01-29 21:00,2024-01-30 16:30,SHORT,200,22.66,23.03,-74.0,101845.78
2024-01-30 17:00,2024-01-30 17:30,LONG,400,23.08,23.17,36.0,101863.28
2024-01-30 18:00,2024-01-30 18:30,LONG,100,23.03,22.93,-10.0,101848.68
2024-01-30 19:00,2024-01-30 20:00,SHORT,200,23.15,23.07,16.0,101855.44
2024-01-30 20:30,2024-01-30 21:00,LONG,100,23.17,23.0,-17.0,101833.82
2024-01-30 21:30,2024-01-30 22:30,SHORT,200,23.1,23.28,-36.0,101788.54
2024-01-31 16:30,2024-01-31 17:00,LONG,400,22.24,22.46,88.0,101858.66
2024-01-31 17:30,2024-01-31 18:00,LONG,100,22.6,22.97,37.0,101891.11
2024-01-31 18:30,2024-01-31 19:30,LONG,100,23.05,23.24,19.0,101905.48
2024-01-31 20:00,2024-01-31 20:30,LONG,100,23.39,23.23,-16.0,101884.82
2024-01-31 21:00,2024-01-31 21:30,SHORT,200,23.13,22.75,76.0,101951.64
2024-01-31 22:00,2024-01-31 22:30,LONG,100,22.92,22.6,-32.0,101915.09
2024-02-01 16:30,2024-02-01 17:00,SHORT,200,21.88,22.14,-52.0,101854.28
2024-02-01 17:30,2024-02-01 18:00,LONG,400,22.49,22.03,-184.0,101652.48
2024-02-01 18:30,2024-02-01 19:00,SHORT,800,22.07,22.18,-88.0,101529.08
2024-02-01 19:30,2024-02-01 20:00,LONG,1600,22.68,22.47,-336.0,101120.84
2024-02-01 20:30,2024-02-01 21:00,SHORT,3200,22.53,22.41,384.0,101361.03
2024-02-01 21:30,2024-02-01 22:00,SHORT,100,22.48,22.81,-33.0,101323.5
2024-02-01 22:30,2024-02-02 16:30,LONG,200,22.6,22.22,-76.0,101238.53
2024-02-02 17:00,2024-02-02 17:30,SHORT,400,22.31,22.57,-104.0,101116.58
2024-02-02 18:00,2024-02-02 19:00,LONG,800,22.85,22.77,-64.0,101016.09
2024-02-02 19:30,2024-02-02 20:00,SHORT,1600,22.77,22.42,560.0,101503.78
2024-02-02 20:30,2024-02-02 22:00,SHORT,100,22.45,22.58,-13.0,101486.28
2024-02-02 22:30,2024-02-05 17:00,LONG,200,22.54,22.59,10.0,101487.25
2024-02-05 17:30,2024-02-05 18:00,SHORT,100,22.24,22.03,21.0,101503.83
2024-02-05 18:30,2024-02-05 19:00,SHORT,100,21.93,22.11,-18.0,101481.42
2024-02-05 19:30,2024-02-05 21:30,LONG,200,22.07,22.23,32.0,101504.56
2024-02-05 22:00,2024-02-05 22:30,SHORT,100,22.18,21.82,36.0,101536.16
2024-02-06 16:30,2024-02-06 17:30,SHORT,100,22.33,22.67,-34.0,101497.66
2024-02-06 18:00,2024-02-06 18:30,LONG,200,22.74,22.88,28.0,101516.54
2024-02-06 19:00,2024-02-06 19:30,LONG,100,22.59,22.69,10.0,101522.01
2024-02-06 20:00,2024-02-07 17:00,LONG,100,22.67,22.42,-25.0,101492.5
2024-02-07 17:30,2024-02-07 18:00,SHORT,200,22.62,22.5,24.0,101507.48
2024-02-07 18:30,2024-02-07 19:00,LONG,100,22.47,22.69,22.0,101524.96
2024-02-07 19:30,2024-02-07 21:00,LONG,100,23.06,23.2,14.0,101534.34
2024-02-07 21:30,2024-02-07 22:30,LONG,100,22.98,23.68,70.0,101599.67
2024-02-08 16:30,2024-02-08 17:30,LONG,100,24.62,25.06,44.0,101638.7
2024-02-08 18:00,2024-02-08 18:30,LONG,100,25.12,24.93,-19.0,101614.7
2024-02-08 19:00,2024-02-08 20:30,SHORT,200,24.69,24.84,-30.0,101574.79
2024-02-08 21:00,2024-02-09 16:30,LONG,400,24.99,26.78,716.0,102270.08
2024-02-09 17:00,2024-02-09 17:30,LONG,100,26.88,27.04,16.0,102280.69
2024-02-09 18:00,2024-02-09 18:30,LONG,100,27.01,27.2,19.0,102294.27
2024-02-09 19:00,2024-02-09 19:30,LONG,100,27.11,27.54,43.0,102331.8
2024-02-09 20:00,2024-02-09 20:30,LONG,100,27.6,27.99,39.0,102365.25
2024-02-09 21:00,2024-02-09 21:30,LONG,100,27.47,27.38,-9.0,102350.76
2024-02-09 22:00,2024-02-12 17:00,SHORT,200,27.39,28.87,-296.0,102043.51
2024-02-12 17:30,2024-02-12 18:00,LONG,400,29.12,30.19,428.0,102447.78
2024-02-12 18:30,2024-02-12 19:00,LONG,100,30.02,29.78,-24.0,102417.8
2024-02-12 19:30,2024-02-12 20:00,SHORT,200,30.32,30.13,38.0,102443.71
2024-02-12 20:30,2024-02-12 21:00,LONG,100,30.2,29.9,-30.0,102407.7
2024-02-12 21:30,2024-02-12 22:00,SHORT,200,30.03,29.7,66.0,102461.76
2024-02-12 22:30,2024-02-13 16:30,LONG,100,30.13,28.94,-119.0,102336.85
2024-02-13 17:00,2024-02-13 17:30,SHORT,200,28.61,28.98,-74.0,102251.33
2024-02-13 18:00,2024-02-13 19:00,LONG,400,28.67,28.37,-120.0,102108.52
2024-02-13 19:30,2024-02-13 20:00,SHORT,800,28.48,28.81,-264.0,101798.69
2024-02-13 20:30,2024-02-13 21:00,LONG,1600,29.23,29.1,-208.0,101497.36
